设备大类,device_id,类型,英文名,中文描述,参数(名:类型),PLC节点,交互模式
电泳仪,electrophoresis_device,property,idle,空闲,bool,空闲,读状态
电泳仪,electrophoresis_device,property,device_ready,设备就绪,bool,设备就绪,读状态
电泳仪,electrophoresis_device,property,fault_code,故障代码,int,故障代码,读状态
电泳仪,electrophoresis_device,property,current_voltage,实际电压,float,实际电压,读状态
电泳仪,electrophoresis_device,property,current_current,实际电流,float,实际电流,读状态
电泳仪,electrophoresis_device,property,overload_alarm,过载报警,bool,过载报警,读状态
电泳仪,electrophoresis_device,property,liquid_leak_alarm,漏液报警,bool,漏液报警,读状态
电泳仪,electrophoresis_device,property,cv_cc_switch,恒压/恒流切换,bool,恒压/恒流切换,读状态
过滤器,filter,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
过滤器,filter,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
过滤器,filter,action,set_pressure,设置压力,pressure:float,压力设置,写设定值
过滤器,filter,action,set_flow,设置流量,flow:float,流量设置,写设定值
过滤器,filter,action,filter,过滤,,过滤触发 / 过滤完成,写触发→等完成→复位
过滤器,filter,action,backwash,反冲洗,,反冲洗触发 / 反冲洗完成,写触发→等完成→复位
过滤器,filter,property,status,设备运行状态,str,设备运行状态,读状态
过滤器,filter,property,fault,故障,bool,故障,读状态
过滤器,filter,property,idle,空闲,bool,空闲,读状态
过滤器,filter,property,device_ready,设备就绪,bool,设备就绪,读状态
过滤器,filter,property,fault_code,故障代码,int,故障代码,读状态
过滤器,filter,property,current_pressure,实际压力,float,实际压力,读状态
过滤器,filter,property,current_flow,实际流量,float,实际流量,读状态
过滤器,filter,property,filtration_time,过滤时间,float,过滤时间,读状态
过滤器,filter,property,pressure_diff_over_alarm,压差超标报警,bool,压差超标报警,读状态
过滤器,filter,property,filter_block_alarm,滤堵报警,bool,滤堵报警,读状态
冷冻干燥机,freeze_dryer,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
冷冻干燥机,freeze_dryer,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
冷冻干燥机,freeze_dryer,action,set_vacuum,设置真空度,vacuum:float,真空度设置,写设定值
冷冻干燥机,freeze_dryer,action,set_cold_trap_temp,设置冷阱温度,cold_trap_temp:float,冷阱温度设置,写设定值
冷冻干燥机,freeze_dryer,action,freeze_dry,冻干,,冻干触发 / 冻干完成,写触发→等完成→复位
冷冻干燥机,freeze_dryer,action,cool,制冷,,制冷触发 / 制冷完成,写触发→等完成→复位
冷冻干燥机,freeze_dryer,property,status,设备运行状态,str,设备运行状态,读状态
冷冻干燥机,freeze_dryer,property,fault,故障,bool,故障,读状态
冷冻干燥机,freeze_dryer,property,idle,空闲,bool,空闲,读状态
冷冻干燥机,freeze_dryer,property,device_ready,设备就绪,bool,设备就绪,读状态
冷冻干燥机,freeze_dryer,property,fault_code,故障代码,int,故障代码,读状态
冷冻干燥机,freeze_dryer,property,current_cold_trap_temp,实际冷阱温度,float,实际冷阱温度,读状态
冷冻干燥机,freeze_dryer,property,current_vacuum,实际真空度,float,实际真空度,读状态
冷冻干燥机,freeze_dryer,property,sample_temperature,样品温度,float,样品温度,读状态
冷冻干燥机,freeze_dryer,property,vacuum_abnormal_alarm,真空异常报警,bool,真空异常报警,读状态
冷冻干燥机,freeze_dryer,property,over_temperature_alarm,超温报警,bool,超温报警,读状态
喷雾干燥机,spray_dryer,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
喷雾干燥机,spray_dryer,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
喷雾干燥机,spray_dryer,action,dry,干燥,,干燥触发 / 干燥完成,写触发→等完成→复位
喷雾干燥机,spray_dryer,action,feed_in,进料,,进料触发 / 进料完成,写触发→等完成→复位
喷雾干燥机,spray_dryer,property,status,设备运行状态,str,设备运行状态,读状态
喷雾干燥机,spray_dryer,property,fault,故障,bool,故障,读状态
喷雾干燥机,spray_dryer,property,idle,空闲,bool,空闲,读状态
喷雾干燥机,spray_dryer,property,device_ready,设备就绪,bool,设备就绪,读状态
喷雾干燥机,spray_dryer,property,fault_code,故障代码,int,故障代码,读状态
喷雾干燥机,spray_dryer,property,feed_flow,进料流量,float,进料流量,读状态
喷雾干燥机,spray_dryer,property,drying_time,干燥时间,float,干燥时间,读状态
喷雾干燥机,spray_dryer,property,collection_state,收料状态,int,收料状态,读状态
喷雾干燥机,spray_dryer,property,over_temperature_alarm,超温报警,bool,超温报警,读状态
喷雾干燥机,spray_dryer,property,clog_alarm,堵料报警,bool,堵料报警,读状态
喷雾沉淀装置,spray_precipitation_unit,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
喷雾沉淀装置,spray_precipitation_unit,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
喷雾沉淀装置,spray_precipitation_unit,action,precipitate,沉淀,,沉淀触发 / 沉淀完成,写触发→等完成→复位
喷雾沉淀装置,spray_precipitation_unit,action,spray,喷雾,,喷雾触发 / 喷雾完成,写触发→等完成→复位
喷雾沉淀装置,spray_precipitation_unit,property,status,设备运行状态,str,设备运行状态,读状态
喷雾沉淀装置,spray_precipitation_unit,property,fault,故障,bool,故障,读状态
喷雾沉淀装置,spray_precipitation_unit,property,idle,空闲,bool,空闲,读状态
喷雾沉淀装置,spray_precipitation_unit,property,device_ready,设备就绪,bool,设备就绪,读状态
喷雾沉淀装置,spray_precipitation_unit,property,liquid_level_alarm,液位报警,bool,液位报警,读状态
喷雾沉淀装置,spray_precipitation_unit,property,fault_code,故障代码,int,故障代码,读状态
喷雾沉淀装置,spray_precipitation_unit,property,spray_flow,喷雾流量,float,喷雾流量,读状态
喷雾沉淀装置,spray_precipitation_unit,property,spray_pressure,喷雾压力,float,喷雾压力,读状态
喷雾沉淀装置,spray_precipitation_unit,property,pressure_abnormal_alarm,压力异常报警,bool,压力异常报警,读状态
微波萃取设备,microwave_extractor,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
微波萃取设备,microwave_extractor,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
微波萃取设备,microwave_extractor,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
微波萃取设备,microwave_extractor,action,set_microwave_power,设置微波功率,microwave_power:float,微波功率设置,写设定值
微波萃取设备,microwave_extractor,action,set_extraction_temperature,设置萃取温度,extraction_temperature:float,萃取温度设置,写设定值
微波萃取设备,microwave_extractor,action,set_stir_speed,设置搅拌速度,stir_speed:float,搅拌速度设置,写设定值
微波萃取设备,microwave_extractor,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
微波萃取设备,microwave_extractor,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
微波萃取设备,microwave_extractor,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
微波萃取设备,microwave_extractor,property,status,设备运行状态,str,设备运行状态,读状态
微波萃取设备,microwave_extractor,property,fault,故障,bool,故障,读状态
微波萃取设备,microwave_extractor,property,idle,空闲,bool,空闲,读状态
微波萃取设备,microwave_extractor,property,device_ready,设备就绪,bool,设备就绪,读状态
微波萃取设备,microwave_extractor,property,pressure_protection_state,压力保护状态,bool,压力保护状态,读状态
微波萃取设备,microwave_extractor,property,temperature_protection_state,温度保护状态,bool,温度保护状态,读状态
微波萃取设备,microwave_extractor,property,microwave_on_state,微波开启状态,bool,微波开启状态,读状态
微波萃取设备,microwave_extractor,property,fault_code,故障代码,int,故障代码,读状态
微波萃取设备,microwave_extractor,property,current_run_time,实际运行时间,float,实际运行时间,读状态
微波萃取设备,microwave_extractor,property,current_microwave_power,实际微波功率,float,实际微波功率,读状态
微波萃取设备,microwave_extractor,property,current_extraction_temperature,实际萃取温度,float,实际萃取温度,读状态
微波萃取设备,microwave_extractor,property,current_stir_speed,实际搅拌速度,float,实际搅拌速度,读状态
微波萃取设备,microwave_extractor,property,pressure_protection,压力保护状态,bool,压力保护状态,读状态
微波萃取设备,microwave_extractor,property,temperature_protection,温度保护状态,bool,温度保护状态,读状态
抽提萃取设备,solvent_extractor,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
抽提萃取设备,solvent_extractor,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
抽提萃取设备,solvent_extractor,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
抽提萃取设备,solvent_extractor,action,set_heating_temperature,设置加热温度,heating_temperature:float,加热温度设置,写设定值
抽提萃取设备,solvent_extractor,action,set_condensate_flow,设置冷凝水流量,condensate_flow:float,冷凝水流量设置,写设定值
抽提萃取设备,solvent_extractor,action,set_reflux_time,设置回流时间,reflux_time:float,回流时间设置,写设定值
抽提萃取设备,solvent_extractor,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
抽提萃取设备,solvent_extractor,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
抽提萃取设备,solvent_extractor,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
抽提萃取设备,solvent_extractor,property,status,设备运行状态,str,设备运行状态,读状态
抽提萃取设备,solvent_extractor,property,fault,故障,bool,故障,读状态
抽提萃取设备,solvent_extractor,property,idle,空闲,bool,空闲,读状态
抽提萃取设备,solvent_extractor,property,device_ready,设备就绪,bool,设备就绪,读状态
抽提萃取设备,solvent_extractor,property,heating_state,加热状态,bool,加热状态,读状态
抽提萃取设备,solvent_extractor,property,condensation_state,冷凝状态,bool,冷凝状态,读状态
抽提萃取设备,solvent_extractor,property,reflux_state,回流状态,bool,回流状态,读状态
抽提萃取设备,solvent_extractor,property,fault_code,故障代码,int,故障代码,读状态
抽提萃取设备,solvent_extractor,property,current_run_time,实际运行时间,float,实际运行时间,读状态
抽提萃取设备,solvent_extractor,property,current_heating_temperature,实际加热温度,float,实际加热温度,读状态
抽提萃取设备,solvent_extractor,property,current_condensate_flow,实际冷凝水流量,float,实际冷凝水流量,读状态
抽提萃取设备,solvent_extractor,property,current_reflux_time,实际回流时间,float,实际回流时间,读状态
抽提萃取设备,solvent_extractor,property,condensing_state,冷凝状态,bool,冷凝状态,读状态
固相萃取设备,solid_phase_extractor,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
固相萃取设备,solid_phase_extractor,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
固相萃取设备,solid_phase_extractor,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
固相萃取设备,solid_phase_extractor,action,set_extraction_column_pressure,设置萃取柱压力,extraction_column_pressure:float,萃取柱压力设置,写设定值
固相萃取设备,solid_phase_extractor,action,set_eluent_flow,设置洗脱液流量,eluent_flow:float,洗脱液流量设置,写设定值
固相萃取设备,solid_phase_extractor,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
固相萃取设备,solid_phase_extractor,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
固相萃取设备,solid_phase_extractor,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
固相萃取设备,solid_phase_extractor,property,status,设备运行状态,str,设备运行状态,读状态
固相萃取设备,solid_phase_extractor,property,fault,故障,bool,故障,读状态
固相萃取设备,solid_phase_extractor,property,idle,空闲,bool,空闲,读状态
固相萃取设备,solid_phase_extractor,property,device_ready,设备就绪,bool,设备就绪,读状态
固相萃取设备,solid_phase_extractor,property,sample_loading_completed,样品加载完成,bool,样品加载完成,读状态
固相萃取设备,solid_phase_extractor,property,elution_completed,洗脱完成,bool,洗脱完成,读状态
固相萃取设备,solid_phase_extractor,property,column_pressure_protection_state,柱压保护状态,bool,柱压保护状态,读状态
固相萃取设备,solid_phase_extractor,property,fault_code,故障代码,int,故障代码,读状态
固相萃取设备,solid_phase_extractor,property,current_run_time,实际运行时间,float,实际运行时间,读状态
固相萃取设备,solid_phase_extractor,property,current_extraction_column_pressure,实际萃取柱压力,float,实际萃取柱压力,读状态
固相萃取设备,solid_phase_extractor,property,current_eluent_flow,实际洗脱液流量,float,实际洗脱液流量,读状态
固相萃取设备,solid_phase_extractor,property,column_pressure_protection,柱压保护状态,bool,柱压保护状态,读状态
超声波萃取设备,ultrasonic_extractor,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
超声波萃取设备,ultrasonic_extractor,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
超声波萃取设备,ultrasonic_extractor,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
超声波萃取设备,ultrasonic_extractor,action,set_ultrasonic_power,设置超声功率,ultrasonic_power:float,超声功率设置,写设定值
超声波萃取设备,ultrasonic_extractor,action,set_ultrasonic_frequency,设置超声频率,ultrasonic_frequency:float,超声频率设置,写设定值
超声波萃取设备,ultrasonic_extractor,action,set_extraction_temperature,设置萃取温度,extraction_temperature:float,萃取温度设置,写设定值
超声波萃取设备,ultrasonic_extractor,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
超声波萃取设备,ultrasonic_extractor,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
超声波萃取设备,ultrasonic_extractor,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
超声波萃取设备,ultrasonic_extractor,property,status,设备运行状态,str,设备运行状态,读状态
超声波萃取设备,ultrasonic_extractor,property,fault,故障,bool,故障,读状态
超声波萃取设备,ultrasonic_extractor,property,idle,空闲,bool,空闲,读状态
超声波萃取设备,ultrasonic_extractor,property,device_ready,设备就绪,bool,设备就绪,读状态
超声波萃取设备,ultrasonic_extractor,property,ultrasonic_on_state,超声开启状态,bool,超声开启状态,读状态
超声波萃取设备,ultrasonic_extractor,property,temperature_protection_state,温度保护状态,bool,温度保护状态,读状态
超声波萃取设备,ultrasonic_extractor,property,liquid_level_state,液位检测状态,bool,液位检测状态,读状态
超声波萃取设备,ultrasonic_extractor,property,fault_code,故障代码,int,故障代码,读状态
超声波萃取设备,ultrasonic_extractor,property,current_run_time,实际运行时间,float,实际运行时间,读状态
超声波萃取设备,ultrasonic_extractor,property,current_ultrasonic_power,实际超声功率,float,实际超声功率,读状态
超声波萃取设备,ultrasonic_extractor,property,current_ultrasonic_frequency,实际超声频率,float,实际超声频率,读状态
超声波萃取设备,ultrasonic_extractor,property,current_extraction_temperature,实际萃取温度,float,实际萃取温度,读状态
超声波萃取设备,ultrasonic_extractor,property,temperature_protection,温度保护状态,bool,温度保护状态,读状态
超声波萃取设备,ultrasonic_extractor,property,liquid_level_detection,液位检测状态,bool,液位检测状态,读状态
索氏提取仪,soxhlet_extractor,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
索氏提取仪,soxhlet_extractor,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
索氏提取仪,soxhlet_extractor,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
索氏提取仪,soxhlet_extractor,action,set_heating_temperature,设置加热温度,heating_temperature:float,加热温度设置,写设定值
索氏提取仪,soxhlet_extractor,action,set_extraction_count,设置提取次数,extraction_count:int,提取次数设置,写设定值
索氏提取仪,soxhlet_extractor,action,set_reflux_time,设置回流时间,reflux_time:float,回流时间设置,写设定值
索氏提取仪,soxhlet_extractor,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
索氏提取仪,soxhlet_extractor,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
索氏提取仪,soxhlet_extractor,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
索氏提取仪,soxhlet_extractor,property,status,设备运行状态,str,设备运行状态,读状态
索氏提取仪,soxhlet_extractor,property,fault,故障,bool,故障,读状态
索氏提取仪,soxhlet_extractor,property,idle,空闲,bool,空闲,读状态
索氏提取仪,soxhlet_extractor,property,device_ready,设备就绪,bool,设备就绪,读状态
索氏提取仪,soxhlet_extractor,property,heating_state,加热状态,bool,加热状态,读状态
索氏提取仪,soxhlet_extractor,property,reflux_state,回流状态,bool,回流状态,读状态
索氏提取仪,soxhlet_extractor,property,solvent_level_state,溶剂液位状态,bool,溶剂液位状态,读状态
索氏提取仪,soxhlet_extractor,property,fault_code,故障代码,int,故障代码,读状态
索氏提取仪,soxhlet_extractor,property,current_run_time,实际运行时间,float,实际运行时间,读状态
索氏提取仪,soxhlet_extractor,property,current_heating_temperature,实际加热温度,float,实际加热温度,读状态
索氏提取仪,soxhlet_extractor,property,current_extraction_count,实际提取次数,int,实际提取次数,读状态
索氏提取仪,soxhlet_extractor,property,current_reflux_time,实际回流时间,float,实际回流时间,读状态
超临界萃取设备,supercritical_extractor,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
超临界萃取设备,supercritical_extractor,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
超临界萃取设备,supercritical_extractor,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
超临界萃取设备,supercritical_extractor,action,set_extraction_pressure,设置萃取压力,extraction_pressure:float,萃取压力设置,写设定值
超临界萃取设备,supercritical_extractor,action,set_extraction_temperature,设置萃取温度,extraction_temperature:float,萃取温度设置,写设定值
超临界萃取设备,supercritical_extractor,action,set_co2_flow,设置CO2流量,co2_flow:float,CO2流量设置,写设定值
超临界萃取设备,supercritical_extractor,action,set_separation_pressure,设置分离压力,separation_pressure:float,分离压力设置,写设定值
超临界萃取设备,supercritical_extractor,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
超临界萃取设备,supercritical_extractor,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
超临界萃取设备,supercritical_extractor,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
超临界萃取设备,supercritical_extractor,property,status,设备运行状态,str,设备运行状态,读状态
超临界萃取设备,supercritical_extractor,property,fault,故障,bool,故障,读状态
超临界萃取设备,supercritical_extractor,property,idle,空闲,bool,空闲,读状态
超临界萃取设备,supercritical_extractor,property,device_ready,设备就绪,bool,设备就绪,读状态
超临界萃取设备,supercritical_extractor,property,pressure_protection_state,压力保护状态,bool,压力保护状态,读状态
超临界萃取设备,supercritical_extractor,property,temperature_protection_state,温度保护状态,bool,温度保护状态,读状态
超临界萃取设备,supercritical_extractor,property,fault_code,故障代码,int,故障代码,读状态
超临界萃取设备,supercritical_extractor,property,current_run_time,实际运行时间,float,实际运行时间,读状态
超临界萃取设备,supercritical_extractor,property,current_extraction_pressure,实际萃取压力,float,实际萃取压力,读状态
超临界萃取设备,supercritical_extractor,property,current_extraction_temperature,实际萃取温度,float,实际萃取温度,读状态
超临界萃取设备,supercritical_extractor,property,current_co2_flow,实际CO2流量,float,实际CO2流量,读状态
超临界萃取设备,supercritical_extractor,property,current_separation_pressure,实际分离压力,float,实际分离压力,读状态
超临界萃取设备,supercritical_extractor,property,pressure_protection,压力保护状态,bool,压力保护状态,读状态
超临界萃取设备,supercritical_extractor,property,temperature_protection,温度保护状态,bool,温度保护状态,读状态
离心萃取机,centrifugal_extractor,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
离心萃取机,centrifugal_extractor,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
离心萃取机,centrifugal_extractor,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
离心萃取机,centrifugal_extractor,action,set_speed,设置转速,speed:float,转速设置,写设定值
离心萃取机,centrifugal_extractor,action,set_separation_time,设置分离时间,separation_time:float,分离时间设置,写设定值
离心萃取机,centrifugal_extractor,action,set_feed_flow,设置进料流量,feed_flow:float,进料流量设置,写设定值
离心萃取机,centrifugal_extractor,action,set_phase_interface,设置轻重相界面,phase_interface:int,轻重相界面设置,写设定值
离心萃取机,centrifugal_extractor,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
离心萃取机,centrifugal_extractor,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
离心萃取机,centrifugal_extractor,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
离心萃取机,centrifugal_extractor,property,status,设备运行状态,str,设备运行状态,读状态
离心萃取机,centrifugal_extractor,property,fault,故障,bool,故障,读状态
离心萃取机,centrifugal_extractor,property,idle,空闲,bool,空闲,读状态
离心萃取机,centrifugal_extractor,property,device_ready,设备就绪,bool,设备就绪,读状态
离心萃取机,centrifugal_extractor,property,centrifuge_on_state,离心开启状态,bool,离心开启状态,读状态
离心萃取机,centrifugal_extractor,property,feeding_state,进料状态,bool,进料状态,读状态
离心萃取机,centrifugal_extractor,property,fault_code,故障代码,int,故障代码,读状态
离心萃取机,centrifugal_extractor,property,current_run_time,实际运行时间,float,实际运行时间,读状态
离心萃取机,centrifugal_extractor,property,current_speed,实际转速,float,实际转速,读状态
离心萃取机,centrifugal_extractor,property,current_separation_time,实际分离时间,float,实际分离时间,读状态
离心萃取机,centrifugal_extractor,property,current_feed_flow,实际进料流量,float,实际进料流量,读状态
离心萃取机,centrifugal_extractor,property,current_phase_interface,实际轻重相界面,int,实际轻重相界面,读状态
大气采样器,air_sampler,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
大气采样器,air_sampler,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
大气采样器,air_sampler,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
大气采样器,air_sampler,action,set_sampling_flow,设置采样流量,sampling_flow:float,采样流量设置,写设定值
大气采样器,air_sampler,action,set_sampling_time,设置采样时间,sampling_time:float,采样时间设置,写设定值
大气采样器,air_sampler,action,set_sampling_pressure,设置采样压力,sampling_pressure:float,采样压力设置,写设定值
大气采样器,air_sampler,action,set_sampling_temperature,设置采样温度,sampling_temperature:float,采样温度设置,写设定值
大气采样器,air_sampler,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
大气采样器,air_sampler,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
大气采样器,air_sampler,action,reset,复位,,复位触发 / 复位完成,写触发→等完成→复位
大气采样器,air_sampler,property,status,设备运行状态,str,设备运行状态,读状态
大气采样器,air_sampler,property,fault,故障,bool,故障,读状态
大气采样器,air_sampler,property,idle,空闲,bool,空闲,读状态
大气采样器,air_sampler,property,device_ready,设备就绪,bool,设备就绪,读状态
大气采样器,air_sampler,property,flow_stable_state,流量稳定状态,bool,流量稳定状态,读状态
大气采样器,air_sampler,property,fault_code,故障代码,int,故障代码,读状态
大气采样器,air_sampler,property,current_run_time,实际运行时间,float,实际运行时间,读状态
大气采样器,air_sampler,property,current_sampling_flow,实际采样流量,float,实际采样流量,读状态
大气采样器,air_sampler,property,current_sampling_time,实际采样时间,float,实际采样时间,读状态
大气采样器,air_sampler,property,current_sampling_pressure,实际采样压力,float,实际采样压力,读状态
大气采样器,air_sampler,property,current_sampling_temperature,实际采样温度,float,实际采样温度,读状态
大气采样器,air_sampler,property,sampling_state,采样状态,bool,采样状态,读状态
熔样机,sample_fusion_machine,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
熔样机,sample_fusion_machine,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
熔样机,sample_fusion_machine,action,set_target_temperature,设置目标温度,target_temperature:float,目标温度设置,写设定值
熔样机,sample_fusion_machine,action,set_ramp_rate,设置升温速率,ramp_rate:float,升温速率设置,写设定值
熔样机,sample_fusion_machine,action,set_holding_time,设置保温时间,holding_time:float,保温时间设置,写设定值
熔样机,sample_fusion_machine,action,set_cooling_rate,设置冷却速率,cooling_rate:float,冷却速率设置,写设定值
熔样机,sample_fusion_machine,action,set_heating_power,设置加热功率,heating_power:float,加热功率设置,写设定值
熔样机,sample_fusion_machine,action,set_stir_speed,设置搅拌速度,stir_speed:float,搅拌速度设置,写设定值
熔样机,sample_fusion_machine,action,set_sample_weight,设置样品重量,sample_weight:float,样品重量设置,写设定值
熔样机,sample_fusion_machine,action,set_fusion_time,设置熔样时间,fusion_time:float,熔样时间设置,写设定值
熔样机,sample_fusion_machine,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
熔样机,sample_fusion_machine,property,status,设备运行状态,str,设备运行状态,读状态
熔样机,sample_fusion_machine,property,fault,故障,bool,故障,读状态
熔样机,sample_fusion_machine,property,idle,空闲,bool,空闲,读状态
熔样机,sample_fusion_machine,property,device_ready,设备就绪,bool,设备就绪,读状态
熔样机,sample_fusion_machine,property,running_completed,运行完成,bool,运行完成,读状态
熔样机,sample_fusion_machine,property,fault_code,故障代码,int,故障代码,读状态
熔样机,sample_fusion_machine,property,current_temperature,实际温度监测,float,实际温度监测,读状态
磨样机,sample_grinder,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
磨样机,sample_grinder,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
磨样机,sample_grinder,action,set_grinding_speed,设置研磨转速,grinding_speed:float,研磨转速设置,写设定值
磨样机,sample_grinder,action,set_grinding_time,设置研磨时间,grinding_time:float,研磨时间设置,写设定值
磨样机,sample_grinder,action,set_grinding_pressure,设置研磨压力,grinding_pressure:float,研磨压力设置,写设定值
磨样机,sample_grinder,action,set_grinding_head_select,设置磨头选择,grinding_head_select:int,磨头选择设置,写设定值
磨样机,sample_grinder,action,set_particle_size_control,设置粒度控制,particle_size_control:int,粒度控制设置,写设定值
磨样机,sample_grinder,action,set_cooling_water_volume,设置冷却水量,cooling_water_volume:int,冷却水量设置,写设定值
磨样机,sample_grinder,action,set_vibration_frequency,设置振动频率,vibration_frequency:float,振动频率设置,写设定值
磨样机,sample_grinder,action,set_grinding_precision,设置研磨精度,grinding_precision:int,研磨精度设置,写设定值
磨样机,sample_grinder,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
磨样机,sample_grinder,property,status,设备运行状态,str,设备运行状态,读状态
磨样机,sample_grinder,property,fault,故障,bool,故障,读状态
磨样机,sample_grinder,property,idle,空闲,bool,空闲,读状态
磨样机,sample_grinder,property,device_ready,设备就绪,bool,设备就绪,读状态
磨样机,sample_grinder,property,running_completed,运行完成,bool,运行完成,读状态
磨样机,sample_grinder,property,fault_code,故障代码,int,故障代码,读状态
磨样机,sample_grinder,property,current_speed,实际转速监测,float,实际转速监测,读状态
抛光机,polishing_machine,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
抛光机,polishing_machine,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
抛光机,polishing_machine,action,set_polishing_wheel_speed,设置抛光轮转速,polishing_wheel_speed:float,抛光轮转速设置,写设定值
抛光机,polishing_machine,action,set_polishing_pressure,设置抛光压力,polishing_pressure:float,抛光压力设置,写设定值
抛光机,polishing_machine,action,set_polishing_time,设置抛光时间,polishing_time:float,抛光时间设置,写设定值
抛光机,polishing_machine,action,set_polishing_fluid_flow,设置抛光液流量,polishing_fluid_flow:float,抛光液流量设置,写设定值
抛光机,polishing_machine,action,set_sample_speed,设置样品转速,sample_speed:float,样品转速设置,写设定值
抛光机,polishing_machine,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
抛光机,polishing_machine,property,status,设备运行状态,str,设备运行状态,读状态
抛光机,polishing_machine,property,fault,故障,bool,故障,读状态
抛光机,polishing_machine,property,idle,空闲,bool,空闲,读状态
抛光机,polishing_machine,property,device_ready,设备就绪,bool,设备就绪,读状态
抛光机,polishing_machine,property,running_completed,运行完成,bool,运行完成,读状态
抛光机,polishing_machine,property,fault_code,故障代码,int,故障代码,读状态
抛光机,polishing_machine,property,current_speed,实际转速监测,float,实际转速监测,读状态
抛光机,polishing_machine,property,polishing_precision_level,抛光精度等级,int,抛光精度等级,读状态
磨抛机,grinding_polishing_machine,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
磨抛机,grinding_polishing_machine,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
磨抛机,grinding_polishing_machine,action,set_grinding_speed,设置研磨转速,grinding_speed:float,研磨转速设置,写设定值
磨抛机,grinding_polishing_machine,action,set_polishing_speed,设置抛光转速,polishing_speed:float,抛光转速设置,写设定值
