设备大类,device_id,类型,英文名,中文描述,参数(名:类型),PLC节点,交互模式
顶置失重固体投料模块,overhead_loss_in_weight_feeder,property,weight_loss_stable_state,失重稳定状态,bool,失重稳定状态,读状态
顶置失重固体投料模块,overhead_loss_in_weight_feeder,property,fault_code,故障代码,int,故障代码,读状态
顶置失重固体投料模块,overhead_loss_in_weight_feeder,property,current_charge_amount,实际投料量,int,实际投料量,读状态
顶置失重固体投料模块,overhead_loss_in_weight_feeder,property,current_weight_loss_rate,实际失重率,int,实际失重率,读状态
振动固体加料模块,vibratory_solid_feeder,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
振动固体加料模块,vibratory_solid_feeder,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_vibration_frequency,设置振动频率,vibration_frequency:float,振动频率设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_vibration_amplitude,设置振动振幅,vibration_amplitude:int,振动振幅设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_feed_time,设置加料时间,feed_time:float,加料时间设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_feed_amount,设置加料量,feed_amount:float,加料量设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,feed,加料,,加料触发 / 加料完成,写触发→等完成→复位
振动固体加料模块,vibratory_solid_feeder,action,clear_clog,清堵,,清堵触发 / 清堵完成,写触发→等完成→复位
振动固体加料模块,vibratory_solid_feeder,property,status,设备运行状态,str,设备运行状态,读状态
振动固体加料模块,vibratory_solid_feeder,property,fault,故障,bool,故障,读状态
振动固体加料模块,vibratory_solid_feeder,property,idle,空闲,bool,空闲,读状态
振动固体加料模块,vibratory_solid_feeder,property,device_ready,设备就绪,bool,设备就绪,读状态
振动固体加料模块,vibratory_solid_feeder,property,fault_code,故障代码,int,故障代码,读状态
振动固体加料模块,vibratory_solid_feeder,property,current_feed_amount,实际加料量,int,实际加料量,读状态
振动固体加料模块,vibratory_solid_feeder,property,current_vibration_frequency,实际振动频率,float,实际振动频率,读状态
振动固体加料模块,vibratory_solid_feeder,property,clog_alarm,堵料报警,bool,堵料报警,读状态
振动固体加料模块,vibratory_solid_feeder,action,set_powder_name,粉末名称设置,powder_name:str,粉末名称设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_powder_realtime_position,粉末实时位置设置,powder_realtime_position:str,粉末实时位置设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_powder_data_repository,粉末数据仓库设置,powder_data_repository:str,粉末数据仓库设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_position_number,加样_位置号设置,sample_position_number:int,加样_位置号设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_weight,加样_重量设置,sample_weight:float,加样_重量设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_1ml_opening,加样_1ML开口量设置,sample_1ml_opening:int,加样_1ML开口量设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_1ml_drop_speed,加样_1ML落粉均速设置,sample_1ml_drop_speed:float,加样_1ML落粉均速设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_1ml_rotation_speed,加样_1ML旋转速度设置,sample_1ml_rotation_speed:int,加样_1ML旋转速度设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_1ml_early_stop,加样_1ML提前停止量设置,sample_1ml_early_stop:int,加样_1ML提前停止量设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_1ml_osc_max_speed,加样_1ML震荡最高速度设置,sample_1ml_osc_max_speed:int,加样_1ML震荡最高速度设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_500nl_opening,加样_500NL开口量设置,sample_500nl_opening:int,加样_500NL开口量设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_500nl_drop_speed,加样_500NL落粉均速设置,sample_500nl_drop_speed:float,加样_500NL落粉均速设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_500nl_rotation_speed,加样_500NL旋转速度设置,sample_500nl_rotation_speed:int,加样_500NL旋转速度设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_500nl_early_stop,加样_500NL提前停止量设置,sample_500nl_early_stop:int,加样_500NL提前停止量设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_500nl_osc_max_speed,加样_500NL震荡最高速度设置,sample_500nl_osc_max_speed:int,加样_500NL震荡最高速度设置,写设定值
振动固体加料模块,vibratory_solid_feeder,action,set_sample_powder_number,加样_粉末号设置,sample_powder_number:int,加样_粉末号设置,写设定值
蠕动泵,peristaltic_pump,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
蠕动泵,peristaltic_pump,action,set_speed,设置转动速度,speed:float,转动速度设置,写设定值
蠕动泵,peristaltic_pump,action,set_duration,设置转动时间,duration:float,转动时间设置,写设定值
蠕动泵,peristaltic_pump,action,rotate_forward,正转,,正转触发 / 正转完成,写触发→等完成→复位
蠕动泵,peristaltic_pump,action,rotate_reverse,反转,,反转触发 / 反转完成,写触发→等完成→复位
蠕动泵,peristaltic_pump,property,status,设备运行状态,str,设备运行状态,读状态
蠕动泵,peristaltic_pump,property,fault,故障,bool,故障,读状态
蠕动泵,peristaltic_pump,property,idle,空闲,bool,空闲,读状态
蠕动泵,peristaltic_pump,property,fault_code,故障代码,int,故障代码,读状态
蠕动泵,peristaltic_pump,property,device_ready,设备就绪,bool,设备就绪,读状态
蠕动泵,peristaltic_pump,property,ready,准备好,bool,准备好,读状态
恒流泵,constant_flow_pump,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
恒流泵,constant_flow_pump,action,set_flow,设置流量,flow:float,流量设置,写设定值
恒流泵,constant_flow_pump,action,set_run_time,设置运行时间,run_time:float,运行时间设置,写设定值
恒流泵,constant_flow_pump,action,calibrate_flow,流量校准,,流量校准触发 / 流量校准完成,写触发→等完成→复位
恒流泵,constant_flow_pump,action,run,运行,,运行触发 / 运行完成,写触发→等完成→复位
恒流泵,constant_flow_pump,action,stop,停止,,停止触发 / 停止完成,写触发→等完成→复位
恒流泵,constant_flow_pump,property,status,设备运行状态,str,设备运行状态,读状态
恒流泵,constant_flow_pump,property,fault,故障,bool,故障,读状态
恒流泵,constant_flow_pump,property,idle,空闲,bool,空闲,读状态
恒流泵,constant_flow_pump,property,fault_code,故障代码,int,故障代码,读状态
恒流泵,constant_flow_pump,property,current_flow,当前流量显示,float,当前流量显示,读状态
恒流泵,constant_flow_pump,property,cumulative_flow,累计流量显示,float,累计流量显示,读状态
恒流泵,constant_flow_pump,property,device_ready,设备就绪,bool,设备就绪,读状态
柱塞泵,plunger_pump,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
柱塞泵,plunger_pump,action,set_reciprocating_frequency,设置往复频率,reciprocating_frequency:float,往复频率设置,写设定值
柱塞泵,plunger_pump,action,set_stroke_length,设置行程长度,stroke_length:int,行程长度设置,写设定值
柱塞泵,plunger_pump,action,set_stroke_count,设置冲程数,stroke_count:int,冲程数设置,写设定值
柱塞泵,plunger_pump,action,pump,泵送,,泵送触发 / 泵送完成,写触发→等完成→复位
柱塞泵,plunger_pump,property,status,设备运行状态,str,设备运行状态,读状态
柱塞泵,plunger_pump,property,fault,故障,bool,故障,读状态
柱塞泵,plunger_pump,property,idle,空闲,bool,空闲,读状态
